DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
Lake Winnipeg Chemistry data from 2002 to 2004,2,South Basin 2,50.43230556,-96.83327778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,9:55:00,,,,,,Inorganic carbon,,Dissolved,2842,umol/L,,,10,umol/L,Method Detection Level,Final,"W775-78 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Dissolved Inorganic Carbon,,,,FWI,W_775
Lake Winnipeg Chemistry data from 2002 to 2004,2,South Basin 2,50.43230556,-96.83327778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,9:55:00,,,,,,Iron,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,"W775-78 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Iron by Atomic Absorption,,,,FWI,W_775
Lake Winnipeg Chemistry data from 2002 to 2004,2,South Basin 2,50.43230556,-96.83327778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,9:55:00,,,,,,Magnesium,,Dissolved,16.6,mg/L,,,0.01,mg/L,Method Detection Level,Final,"W775-78 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Magnesium by Atomic Absorption,,,,FWI,W_775
Lake Winnipeg Chemistry data from 2002 to 2004,2,South Basin 2,50.43230556,-96.83327778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,9:55:00,,,,,,Manganese,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,"W775-78 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Manganese by Atomic Absorption,,,,FWI,W_775
Lake Winnipeg Chemistry data from 2002 to 2004,2,South Basin 2,50.43230556,-96.83327778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,9:55:00,,,,,,Nitrate,as NO3,"Filtered, field",330,ug/L,,,1,ug/L,Method Detection Level,Final,"W775-78 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Nitrite and Nitrate Nitrogen,,,,FWI,W_775
Lake Winnipeg Chemistry data from 2002 to 2004,2,South Basin 2,50.43230556,-96.83327778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,9:55:00,,,,,,Nitrite,as NO2,"Filtered, field",,ug/L,,Below Detection/Quantification Limit,0.5,ug/L,Method Detection Level,Final,"W775-78 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Nitrite and Nitrate Nitrogen,,,,FWI,W_775
Lake Winnipeg Chemistry data from 2002 to 2004,2,South Basin 2,50.43230556,-96.83327778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,9:55:00,,,,,,Organic carbon,,Dissolved,869,umol/L,,,13,umol/L,Method Detection Level,Final,"W775-78 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Dissolved Organic Carbon,,,,FWI,W_775
Lake Winnipeg Chemistry data from 2002 to 2004,2,South Basin 2,50.43230556,-96.83327778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,9:55:00,,,,,,pH,,,8.39,None,,,0.004,None,Method Detection Level,Final,"W775-78 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Hydrogen Ion Concentration - pH,,,,FWI,W_775
Lake Winnipeg Chemistry data from 2002 to 2004,2,South Basin 2,50.43230556,-96.83327778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,9:55:00,,,,,,Potassium,,Dissolved,4,mg/L,,,0.02,mg/L,Method Detection Level,Final,"W775-78 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Potassium by Atomic Absorption,,,,FWI,W_775
Lake Winnipeg Chemistry data from 2002 to 2004,2,South Basin 2,50.43230556,-96.83327778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,9:55:00,,,,,,"Silica, reactive",as SiO2,Total,4.55,ug/L,,,0.002,ug/L,Method Detection Level,Final,"W775-78 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Soluble Reactive Silicon,,,,FWI,W_775
Lake Winnipeg Chemistry data from 2002 to 2004,2,South Basin 2,50.43230556,-96.83327778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,9:55:00,,,,,,Sodium,as Na,"Filtered, field",16.8,mg/L,,,0.02,mg/L,Method Detection Level,Final,"W775-78 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Sodium by Atomic Absorption,,,,FWI,W_775
Lake Winnipeg Chemistry data from 2002 to 2004,2,South Basin 2,50.43230556,-96.83327778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,9:55:00,,,,,,Soluble Reactive Phosphorus (SRP),,"Filtered, field",99,ug/L,,,1,ug/L,Method Detection Level,Final,"W775-78 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Soluble Reactive Phosphorous,,,,FWI,W_775
Lake Winnipeg Chemistry data from 2002 to 2004,2,South Basin 2,50.43230556,-96.83327778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,9:55:00,,,,,,Sulfate,as SO4,Dissolved,44.59,mg/L,,,0.02,mg/L,Method Detection Level,Final,"W775-78 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO sulfate,,,,FWI,W_775
Lake Winnipeg Chemistry data from 2002 to 2004,2,South Basin 2,50.43230556,-96.83327778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,9:55:00,,,,,,"Total Nitrogen, mixed forms",,Dissolved,845,ug/L,,,5,ug/L,Method Detection Level,Final,"W775-78 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Total Dissolved Nitrogen,,,,FWI,W_775
Lake Winnipeg Chemistry data from 2002 to 2004,2,South Basin 2,50.43230556,-96.83327778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,9:55:00,,,,,,Total Particulate Carbon,,Suspended,1660,ug/L,,,7,ug/L,Method Detection Level,Final,"W775-78 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Particulate Carbon and Nitrogen,,,,FWI,W_775
Lake Winnipeg Chemistry data from 2002 to 2004,2,South Basin 2,50.43230556,-96.83327778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,9:55:00,,,,,,Total Particulate Nitrogen,,Non-Filterable (Particle),183,ug/L,,,1,ug/L,Method Detection Level,Final,"W775-78 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Particulate Carbon and Nitrogen,,,,FWI,W_775
Lake Winnipeg Chemistry data from 2002 to 2004,2,South Basin 2,50.43230556,-96.83327778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,9:55:00,,,,,,Total Particulate Phosphorus,,Non-Filterable (Particle),54,ug/L,,,1,ug/L,Method Detection Level,Final,"W775-78 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Particulate Phosphorus,,,,FWI,W_775
Lake Winnipeg Chemistry data from 2002 to 2004,2,South Basin 2,50.43230556,-96.83327778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,9:55:00,,,,,,"Total Phosphorus, mixed forms",,Dissolved,111,ug/L,,,1,ug/L,Method Detection Level,Final,"W775-78 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Total Dissolved Phosphorus,,,,FWI,W_775
Lake Winnipeg Chemistry data from 2002 to 2004,2,South Basin 2,50.43230556,-96.83327778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,9:55:00,,,,,,Total suspended solids,,Non-Filterable (Particle),40,mg/L,,,0.02,mg/L,Method Detection Level,Final,"W775-78 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI_CCGS_Namao-DFO Total Suspended Solids/Loss of Ignition/Trypton,,,,FWI,W_775
Lake Winnipeg Chemistry data from 2002 to 2004,2,South Basin 2,50.43230556,-96.83327778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,9:55:00,,,,,,Total suspended solids,,Non-Filterable (Particle),49,mg/L,,,0.02,mg/L,Method Detection Level,Final,"W775-78 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Particulate Solids,,,,FWI,W_775
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,"Alkalinity, total",,Dissolved,0,ueq/L,,,3.4,ueq/L,Method Detection Level,Final,,,,,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,Ammonia,as NH4,"Filtered, field",60,ug/L,,,2.5,ug/L,Method Detection Level,Final,,,,FWI-DFO Ammonia-Nitrogen,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,Calcium,,Dissolved,35.5,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Calcium by Atomic Absorption,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,Chloride,as Cl,"Filtered, field",13.26,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Chloride,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,Chlorophyll a,,Total,5.26,ug/L,,,0.23,ng,Method Detection Level,Final,,,,FWI-DFO Chlorophyll a Gross Fluorescence,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,Chlorophyll a,,,4.2,ug/L,,,0.23,ng,Method Detection Level,Final,,,,FWI-DFO Chlorophyll a Liquid Chromatography,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,Conductivity,,Total,372,uS/cm,,,0.5,uS/cm,Method Detection Level,Final,,,,FWI-DFO Specific Contuctance,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,Inorganic carbon,,Dissolved,2826,umol/L,,,10,umol/L,Method Detection Level,Final,,,,FWI-DFO Dissolved Inorganic Carbon,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,Iron,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Iron by Atomic Absorption,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,Magnesium,,Dissolved,15.5,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Magnesium by Atomic Absorption,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,Manganese,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Manganese by Atomic Absorption,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,Nitrate,as NO3,"Filtered, field",320,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Nitrite and Nitrate Nitrogen,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,Nitrite,as NO2,"Filtered, field",10,ug/L,,,0.5,ug/L,Method Detection Level,Final,,,,FWI-DFO Nitrite and Nitrate Nitrogen,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,Organic carbon,,Dissolved,874,umol/L,,,13,umol/L,Method Detection Level,Final,,,,FWI-DFO Dissolved Organic Carbon,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,pH,,,8.4,None,,,0.004,None,Method Detection Level,Final,,,,FWI-DFO Hydrogen Ion Concentration - pH,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,Potassium,,Dissolved,3.75,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Potassium by Atomic Absorption,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,"Silica, reactive",as SiO2,Total,4.28,ug/L,,,0.002,ug/L,Method Detection Level,Final,,,,FWI-DFO Soluble Reactive Silicon,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,Sodium,as Na,"Filtered, field",15.5,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Sodium by Atomic Absorption,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,Soluble Reactive Phosphorus (SRP),,"Filtered, field",96,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Soluble Reactive Phosphorous,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,Sulfate,as SO4,Dissolved,39.9,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO sulfate,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,"Total Nitrogen, mixed forms",,Dissolved,830,ug/L,,,5,ug/L,Method Detection Level,Final,,,,FWI-DFO Total Dissolved Nitrogen,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,Total Particulate Carbon,,Suspended,2020,ug/L,,,7,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Carbon and Nitrogen,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,Total Particulate Nitrogen,,Non-Filterable (Particle),213,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Carbon and Nitrogen,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,Total Particulate Phosphorus,,Non-Filterable (Particle),75,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Phosphorus,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,"Total Phosphorus, mixed forms",,Dissolved,107,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Total Dissolved Phosphorus,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,Total suspended solids,,Non-Filterable (Particle),66,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Particulate Solids,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,11:05:00,,,,,,Total suspended solids,,Non-Filterable (Particle),56,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI_CCGS_Namao-DFO Total Suspended Solids/Loss of Ignition/Trypton,,,,FWI,W_776
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,"Alkalinity, total",,Dissolved,0,ueq/L,,,3.4,ueq/L,Method Detection Level,Final,,,,,,,,FWI,W_777
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,Ammonia,as NH4,"Filtered, field",35,ug/L,,,2.5,ug/L,Method Detection Level,Final,,,,FWI-DFO Ammonia-Nitrogen,,,,FWI,W_777
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,Calcium,,Dissolved,24.1,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Calcium by Atomic Absorption,,,,FWI,W_777
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,Chloride,as Cl,"Filtered, field",7.22,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Chloride,,,,FWI,W_777
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,Chlorophyll a,,Total,4.32,ug/L,,,0.23,ng,Method Detection Level,Final,,,,FWI-DFO Chlorophyll a Gross Fluorescence,,,,FWI,W_777
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,Chlorophyll a,,,3.45,ug/L,,,0.23,ng,Method Detection Level,Final,,,,FWI-DFO Chlorophyll a Liquid Chromatography,,,,FWI,W_777
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,Conductivity,,Total,243,uS/cm,,,0.5,uS/cm,Method Detection Level,Final,,,,FWI-DFO Specific Contuctance,,,,FWI,W_777
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,Inorganic carbon,,Dissolved,1908,umol/L,,,10,umol/L,Method Detection Level,Final,,,,FWI-DFO Dissolved Inorganic Carbon,,,,FWI,W_777
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,Iron,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Iron by Atomic Absorption,,,,FWI,W_777
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,Magnesium,,Dissolved,9.7,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Magnesium by Atomic Absorption,,,,FWI,W_777
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,Manganese,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Manganese by Atomic Absorption,,,,FWI,W_777
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,Nitrate,as NO3,"Filtered, field",198,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Nitrite and Nitrate Nitrogen,,,,FWI,W_777
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,Nitrite,as NO2,"Filtered, field",4,ug/L,,,0.5,ug/L,Method Detection Level,Final,,,,FWI-DFO Nitrite and Nitrate Nitrogen,,,,FWI,W_777
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,Organic carbon,,Dissolved,881,umol/L,,,13,umol/L,Method Detection Level,Final,,,,FWI-DFO Dissolved Organic Carbon,,,,FWI,W_777
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,pH,,,8.3,None,,,0.004,None,Method Detection Level,Final,,,,FWI-DFO Hydrogen Ion Concentration - pH,,,,FWI,W_777
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,Potassium,,Dissolved,2.47,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Potassium by Atomic Absorption,,,,FWI,W_777
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,"Silica, reactive",as SiO2,Total,3.23,ug/L,,,0.002,ug/L,Method Detection Level,Final,,,,FWI-DFO Soluble Reactive Silicon,,,,FWI,W_777
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,Sodium,as Na,"Filtered, field",8.3,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Sodium by Atomic Absorption,,,,FWI,W_777
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,Soluble Reactive Phosphorus (SRP),,"Filtered, field",92,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Soluble Reactive Phosphorous,,,,FWI,W_777
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,Sulfate,as SO4,Dissolved,20.78,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO sulfate,,,,FWI,W_777
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,"Total Nitrogen, mixed forms",,Dissolved,660,ug/L,,,5,ug/L,Method Detection Level,Final,,,,FWI-DFO Total Dissolved Nitrogen,,,,FWI,W_777
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,Total Particulate Carbon,,Suspended,1750,ug/L,,,7,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Carbon and Nitrogen,,,,FWI,W_777
Lake Winnipeg Chemistry data from 2002 to 2004,60C,South Basin 60C,50.55713889,-96.66577778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/28/2002,12:10:00,,,,,,Total Particulate Nitrogen,,Non-Filterable (Particle),200,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Carbon and Nitrogen,,,,FWI,W_777
